Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-06,TSLA,Sell Put,345.0,-4.6%,2.34,39.1%,-0.1642,41.7,,41.3%,2026-04-13,Good
2026-04-06,TSLA,Sell Put,340.0,-6.0%,1.59,40.4%,-0.1096,45.1,,28.4%,2026-04-13,Good
2026-04-06,TSLA,Sell Put,335.0,-7.3%,1.22,43.3%,-0.0782,48.7,,22.2%,2026-04-13,Good
2026-04-06,TSLA,Sell Put,335.0,-7.3%,1.22,43.3%,-0.0782,48.7,,22.2%,2026-04-13,Good
2026-04-06,TSLA,Sell Call,380.0,+5.1%,3.20,45.3%,0.2082,43.4,,51.2%,2026-04-13,Good
2026-04-06,TSLA,Sell Call,385.0,+6.5%,2.12,44.0%,0.1426,46.3,,33.5%,2026-04-13,Good
2026-04-06,TSLA,Sell Call,385.0,+6.5%,2.12,44.0%,0.1426,46.3,,33.5%,2026-04-13,Good
2026-04-06,TSLA,Sell Call,390.0,+7.9%,1.42,44.0%,0.0970,49.7,,22.1%,2026-04-13,Good
2026-04-06,TSLA,Sell Put,345.0,-4.6%,3.35,41.2%,-0.2064,40.2,,44.3%,2026-04-15,Good
2026-04-06,TSLA,Sell Put,340.0,-6.0%,2.44,42.3%,-0.1511,43.7,,32.7%,2026-04-15,Good
2026-04-06,TSLA,Sell Put,335.0,-7.3%,1.86,44.3%,-0.1127,47.3,,25.3%,2026-04-15,Good
2026-04-06,TSLA,Sell Put,335.0,-7.3%,1.86,44.3%,-0.1127,47.3,,25.3%,2026-04-15,Good
2026-04-06,TSLA,Sell Put,330.0,-8.7%,1.44,46.5%,-0.0842,51.0,,19.9%,2026-04-15,Good
2026-04-06,TSLA,Sell Put,325.0,-10.1%,1.12,48.6%,-0.0627,54.3,,15.7%,2026-04-15,Good
2026-04-06,TSLA,Sell Call,380.0,+5.1%,4.30,46.4%,0.2506,41.6,,51.6%,2026-04-15,Good
2026-04-06,TSLA,Sell Call,385.0,+6.5%,2.99,45.0%,0.1862,44.6,,35.4%,2026-04-15,Good
2026-04-06,TSLA,Sell Call,385.0,+6.5%,2.99,45.0%,0.1862,44.6,,35.4%,2026-04-15,Good
2026-04-06,TSLA,Sell Call,390.0,+7.9%,2.07,44.6%,0.1364,48.1,,24.2%,2026-04-15,Good
