Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-13,TSLA,Sell Put,335.0,-4.7%,2.39,40.5%,-0.1658,42.2,,43.4%,2026-04-20,Good
2026-04-13,TSLA,Sell Put,330.0,-6.1%,1.59,41.4%,-0.1089,45.6,,29.3%,2026-04-20,Good
2026-04-13,TSLA,Sell Put,327.5,-6.8%,1.35,42.6%,-0.0902,47.4,,25.1%,2026-04-20,Good
2026-04-13,TSLA,Sell Call,370.0,+5.2%,2.00,38.4%,0.1592,42.7,,32.9%,2026-04-20,Good
2026-04-13,TSLA,Sell Call,372.5,+6.0%,1.61,38.5%,0.1286,44.5,,26.3%,2026-04-20,Good
2026-04-13,TSLA,Sell Call,375.0,+6.7%,1.31,38.8%,0.1042,46.4,,21.3%,2026-04-20,Good
2026-04-13,TSLA,Sell Put,335.0,-4.7%,6.85,54.8%,-0.2770,42.6,,74.6%,2026-04-24,Good
2026-04-13,TSLA,Sell Put,330.0,-6.1%,5.40,55.3%,-0.2262,45.4,,59.7%,2026-04-24,Good
2026-04-13,TSLA,Sell Put,325.0,-7.5%,4.30,56.2%,-0.1825,48.5,,48.3%,2026-04-24,Good
2026-04-13,TSLA,Sell Put,325.0,-7.5%,4.30,56.2%,-0.1825,48.5,,48.3%,2026-04-24,Good
2026-04-13,TSLA,Sell Put,320.0,-9.0%,3.30,56.6%,-0.1434,51.7,,37.6%,2026-04-24,Good
2026-04-13,TSLA,Sell Put,315.0,-10.4%,2.68,58.2%,-0.1146,54.2,,31.1%,2026-04-24,Good
2026-04-13,TSLA,Sell Call,370.0,+5.2%,6.40,52.7%,0.2991,41.8,,63.1%,2026-04-24,Good
2026-04-13,TSLA,Sell Call,372.5,+6.0%,5.65,52.5%,0.2718,43.2,,55.4%,2026-04-24,Good
2026-04-13,TSLA,Sell Call,375.0,+6.7%,5.05,52.5%,0.2472,44.8,,49.2%,2026-04-24,Good
2026-04-13,TSLA,Sell Call,380.0,+8.1%,3.95,52.2%,0.2001,48.1,,37.9%,2026-04-24,Good
2026-04-13,TSLA,Sell Call,382.5,+8.8%,3.50,52.3%,0.1798,49.9,,33.4%,2026-04-24,Good
2026-04-13,TSLA,Sell Call,387.5,+10.2%,2.79,52.5%,0.1443,52.9,,26.3%,2026-04-24,Good
2026-04-13,TSLA,Sell Put,325.0,-7.5%,5.90,51.3%,-0.2160,45.4,,39.0%,2026-05-01,Good
2026-04-13,TSLA,Sell Put,325.0,-7.5%,5.90,51.3%,-0.2160,45.4,,39.0%,2026-05-01,Good
2026-04-13,TSLA,Sell Put,320.0,-9.0%,4.75,51.8%,-0.1794,49.0,,31.9%,2026-05-01,Good
2026-04-13,TSLA,Sell Put,315.0,-10.4%,3.90,52.7%,-0.1487,51.6,,26.6%,2026-05-01,Good
2026-04-13,TSLA,Sell Call,375.0,+6.7%,7.00,49.0%,0.2961,41.4,,40.1%,2026-05-01,Good
2026-04-13,TSLA,Sell Call,375.0,+6.7%,7.00,49.0%,0.2961,41.4,,40.1%,2026-05-01,Good
2026-04-13,TSLA,Sell Call,380.0,+8.1%,5.80,49.1%,0.2548,45.0,,32.8%,2026-05-01,Good
2026-04-13,TSLA,Sell Call,385.0,+9.5%,4.85,49.5%,0.2190,48.8,,27.0%,2026-05-01,Good
2026-04-13,TSLA,Sell Call,385.0,+9.5%,4.85,49.5%,0.2190,48.8,,27.0%,2026-05-01,Good
2026-04-13,TSLA,Sell Put,320.0,-9.0%,6.10,49.5%,-0.2033,47.5,,29.0%,2026-05-08,Good
2026-04-13,TSLA,Sell Put,315.0,-10.4%,5.10,50.1%,-0.1726,50.3,,24.6%,2026-05-08,Good
2026-04-13,TSLA,Sell Call,385.0,+9.5%,6.10,46.8%,0.2513,47.1,,24.1%,2026-05-08,Good
2026-04-13,TSLA,Sell Call,385.0,+9.5%,6.10,46.8%,0.2513,47.1,,24.1%,2026-05-08,Good
2026-04-13,AMZN,Sell Put,225.0,-5.2%,1.08,35.8%,-0.1478,40.7,,21.9%,2026-04-22,Wide
2026-04-13,AMZN,Sell Put,225.0,-5.2%,1.43,33.9%,-0.1598,39.5,,23.2%,2026-04-24,Good
2026-04-13,AMZN,Sell Put,222.5,-6.2%,1.08,35.1%,-0.1239,42.6,,17.7%,2026-04-24,Good
2026-04-13,AMZN,Sell Call,250.0,+5.4%,1.11,30.3%,0.1599,39.6,,16.2%,2026-04-24,Good
2026-04-13,AMZN,Sell Call,250.0,+5.4%,1.11,30.3%,0.1599,39.6,,16.2%,2026-04-24,Good
2026-04-13,AMZN,Sell Put,225.0,-5.2%,4.80,47.8%,-0.2787,38.7,,45.8%,2026-05-01,Good
2026-04-13,AMZN,Sell Put,225.0,-5.2%,4.80,47.8%,-0.2787,38.7,,45.8%,2026-05-01,Good
2026-04-13,AMZN,Sell Put,220.0,-7.3%,3.55,49.0%,-0.2153,44.1,,34.6%,2026-05-01,Good
2026-04-13,AMZN,Sell Put,220.0,-7.3%,3.55,49.0%,-0.2153,44.1,,34.6%,2026-05-01,Good
2026-04-13,AMZN,Sell Put,215.0,-9.4%,2.64,50.2%,-0.1628,49.7,,26.4%,2026-05-01,Good
2026-04-13,AMZN,Sell Put,215.0,-9.4%,2.64,50.2%,-0.1628,49.7,,26.4%,2026-05-01,Good
2026-04-13,AMZN,Sell Call,250.0,+5.4%,4.60,44.7%,0.3186,37.5,,39.5%,2026-05-01,Good
2026-04-13,AMZN,Sell Call,250.0,+5.4%,4.60,44.7%,0.3186,37.5,,39.5%,2026-05-01,Good
2026-04-13,AMZN,Sell Call,255.0,+7.5%,3.35,44.5%,0.2483,43.1,,28.2%,2026-05-01,Good
2026-04-13,AMZN,Sell Call,255.0,+7.5%,3.35,44.5%,0.2483,43.1,,28.2%,2026-05-01,Good
2026-04-13,AMZN,Sell Call,260.0,+9.6%,2.29,44.3%,0.1873,48.8,,18.9%,2026-05-01,Good
2026-04-13,AMZN,Sell Call,260.0,+9.6%,2.29,44.3%,0.1873,48.8,,18.9%,2026-05-01,Good
2026-04-13,NVDA,Sell Put,180.0,-4.8%,1.20,35.7%,-0.1655,39.9,,30.4%,2026-04-22,Good
