Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-14,TSLA,Sell Put,345.0,-4.7%,1.80,38.3%,-0.1315,43.0,,38.1%,2026-04-20,Good
2026-04-14,TSLA,Sell Put,340.0,-6.1%,1.18,39.7%,-0.0817,46.3,,25.3%,2026-04-20,Good
2026-04-14,TSLA,Sell Call,380.0,+4.9%,2.04,39.1%,0.1551,43.3,,39.2%,2026-04-20,Good
2026-04-14,TSLA,Sell Call,385.0,+6.3%,1.35,39.6%,0.0997,46.5,,25.6%,2026-04-20,Good
2026-04-14,TSLA,Sell Call,387.5,+7.0%,1.08,39.9%,0.0790,48.3,,20.3%,2026-04-20,Good
2026-04-14,TSLA,Sell Put,345.0,-4.7%,6.30,53.9%,-0.2643,43.0,,74.1%,2026-04-24,Good
2026-04-14,TSLA,Sell Put,340.0,-6.1%,4.95,54.5%,-0.2136,45.8,,59.0%,2026-04-24,Good
2026-04-14,TSLA,Sell Put,337.5,-6.8%,4.35,54.7%,-0.1902,47.2,,52.3%,2026-04-24,Good
2026-04-14,TSLA,Sell Put,332.5,-8.2%,3.40,55.6%,-0.1503,50.3,,41.5%,2026-04-24,Good
2026-04-14,TSLA,Sell Put,330.0,-8.9%,3.00,56.1%,-0.1330,51.9,,36.9%,2026-04-24,Good
2026-04-14,TSLA,Sell Put,325.0,-10.2%,2.32,56.9%,-0.1021,54.5,,29.0%,2026-04-24,Good
2026-04-14,TSLA,Sell Call,380.0,+4.9%,6.75,54.2%,0.3055,42.3,,72.0%,2026-04-24,Good
2026-04-14,TSLA,Sell Call,385.0,+6.3%,5.50,54.6%,0.2556,45.1,,57.9%,2026-04-24,Good
2026-04-14,TSLA,Sell Call,387.5,+7.0%,4.80,54.0%,0.2293,46.5,,50.2%,2026-04-24,Good
2026-04-14,TSLA,Sell Call,390.0,+7.7%,4.30,54.2%,0.2077,48.1,,44.7%,2026-04-24,Good
2026-04-14,TSLA,Sell Call,395.0,+9.1%,3.40,54.3%,0.1680,51.3,,34.9%,2026-04-24,Good
2026-04-14,TSLA,Sell Call,400.0,+10.5%,2.72,54.6%,0.1349,53.6,,27.6%,2026-04-24,Good
2026-04-14,TSLA,Sell Put,340.0,-6.1%,6.70,49.6%,-0.2483,41.9,,45.0%,2026-05-01,Good
2026-04-14,TSLA,Sell Put,335.0,-7.5%,5.45,50.0%,-0.2071,45.3,,37.1%,2026-05-01,Good
2026-04-14,TSLA,Sell Put,335.0,-7.5%,5.45,50.0%,-0.2071,45.3,,37.1%,2026-05-01,Good
2026-04-14,TSLA,Sell Put,330.0,-8.9%,4.40,50.6%,-0.1707,48.8,,30.4%,2026-05-01,Good
2026-04-14,TSLA,Sell Put,325.0,-10.2%,3.50,51.2%,-0.1394,51.7,,24.6%,2026-05-01,Good
2026-04-14,TSLA,Sell Call,390.0,+7.7%,6.20,50.0%,0.2626,44.4,,36.3%,2026-05-01,Good
2026-04-14,TSLA,Sell Call,395.0,+9.1%,5.10,49.9%,0.2242,47.9,,29.5%,2026-05-01,Good
2026-04-14,TSLA,Sell Call,400.0,+10.5%,4.20,50.0%,0.1906,50.4,,24.0%,2026-05-01,Good
2026-04-14,TSLA,Sell Put,335.0,-7.5%,6.80,47.4%,-0.2297,43.6,,32.2%,2026-05-08,Good
2026-04-14,TSLA,Sell Put,335.0,-7.5%,6.80,47.4%,-0.2297,43.6,,32.2%,2026-05-08,Good
2026-04-14,TSLA,Sell Put,330.0,-8.9%,5.65,47.9%,-0.1952,47.3,,27.2%,2026-05-08,Good
2026-04-14,TSLA,Sell Put,325.0,-10.2%,4.65,48.7%,-0.1656,50.3,,22.7%,2026-05-08,Good
2026-04-14,TSLA,Sell Call,395.0,+9.1%,6.70,47.8%,0.2620,46.1,,26.9%,2026-05-08,Good
2026-04-14,TSLA,Sell Call,400.0,+10.5%,5.65,47.9%,0.2292,48.7,,22.4%,2026-05-08,Good
2026-04-14,AMZN,Sell Put,235.0,-4.9%,1.09,33.7%,-0.1317,40.7,,24.2%,2026-04-22,Good
2026-04-14,AMZN,Sell Put,235.0,-4.9%,1.48,33.5%,-0.1580,39.4,,25.5%,2026-04-24,Good
2026-04-14,AMZN,Sell Put,232.5,-5.9%,1.10,34.2%,-0.1184,42.3,,19.2%,2026-04-24,Good
2026-04-14,AMZN,Sell Call,260.0,+5.2%,1.05,29.6%,0.1476,39.7,,16.4%,2026-04-24,Good
2026-04-14,AMZN,Sell Call,260.0,+5.2%,1.05,29.6%,0.1476,39.7,,16.4%,2026-04-24,Good
2026-04-14,AMZN,Sell Put,235.0,-4.9%,5.15,48.8%,-0.2863,38.6,,50.0%,2026-05-01,Good
2026-04-14,AMZN,Sell Put,230.0,-6.9%,3.85,49.5%,-0.2222,43.7,,38.2%,2026-05-01,Good
2026-04-14,AMZN,Sell Put,230.0,-6.9%,3.85,49.5%,-0.2222,43.7,,38.2%,2026-05-01,Good
2026-04-14,AMZN,Sell Put,225.0,-8.9%,2.84,50.4%,-0.1681,48.9,,28.8%,2026-05-01,Good
2026-04-14,AMZN,Sell Put,225.0,-8.9%,2.84,50.4%,-0.1681,48.9,,28.8%,2026-05-01,Good
2026-04-14,AMZN,Sell Put,220.0,-11.0%,2.05,51.1%,-0.1232,51.7,,21.3%,2026-05-01,Good
2026-04-14,AMZN,Sell Call,260.0,+5.2%,4.75,44.8%,0.3183,37.5,,41.7%,2026-05-01,Good
