Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-22,TSLA,Sell Put,370.0,-5.2%,4.40,53.3%,-0.2025,46.7,,72.3%,2026-04-29,Good
2026-04-22,TSLA,Sell Put,367.5,-5.9%,3.80,53.6%,-0.1768,47.7,,62.9%,2026-04-29,Good
2026-04-22,TSLA,Sell Put,362.5,-7.2%,2.95,54.8%,-0.1347,50.3,,49.5%,2026-04-29,Good
2026-04-22,TSLA,Sell Put,360.0,-7.8%,2.57,55.2%,-0.1164,51.6,,43.4%,2026-04-29,Good
2026-04-22,TSLA,Sell Put,355.0,-9.1%,1.94,56.3%,-0.0859,54.3,,33.2%,2026-04-29,Good
2026-04-22,TSLA,Sell Put,352.5,-9.7%,1.69,56.9%,-0.0737,55.7,,29.2%,2026-04-29,Good
2026-04-22,TSLA,Sell Call,410.0,+5.0%,6.55,60.5%,0.2809,47.7,,97.2%,2026-04-29,Good
2026-04-22,TSLA,Sell Call,415.0,+6.3%,5.35,60.9%,0.2324,49.6,,78.4%,2026-04-29,Good
2026-04-22,TSLA,Sell Call,417.5,+6.9%,4.75,60.6%,0.2082,50.6,,69.2%,2026-04-29,Good
2026-04-22,TSLA,Sell Call,422.5,+8.2%,3.85,61.2%,0.1697,53.0,,55.4%,2026-04-29,Good
2026-04-22,TSLA,Sell Call,425.0,+8.8%,3.40,60.9%,0.1501,54.2,,48.7%,2026-04-29,Good
2026-04-22,TSLA,Sell Call,430.0,+10.1%,2.76,61.6%,0.1206,56.6,,39.0%,2026-04-29,Good
2026-04-22,TSLA,Sell Put,370.0,-5.2%,5.25,52.0%,-0.2261,44.3,,64.7%,2026-05-01,Good
2026-04-22,TSLA,Sell Put,367.5,-5.9%,4.70,52.6%,-0.2030,45.6,,58.4%,2026-05-01,Good
2026-04-22,TSLA,Sell Put,362.5,-7.2%,3.65,53.2%,-0.1597,48.3,,45.9%,2026-05-01,Good
2026-04-22,TSLA,Sell Put,360.0,-7.8%,3.25,53.7%,-0.1414,49.8,,41.2%,2026-05-01,Good
2026-04-22,TSLA,Sell Put,355.0,-9.1%,2.52,54.6%,-0.1091,52.7,,32.4%,2026-05-01,Good
2026-04-22,TSLA,Sell Put,352.5,-9.7%,2.23,55.2%,-0.0960,54.2,,28.9%,2026-05-01,Good
2026-04-22,TSLA,Sell Call,415.0,+6.3%,6.20,58.5%,0.2585,46.7,,68.2%,2026-05-01,Good
2026-04-22,TSLA,Sell Call,417.5,+6.9%,5.70,59.0%,0.2385,48.1,,62.3%,2026-05-01,Good
2026-04-22,TSLA,Sell Call,422.5,+8.2%,4.65,59.0%,0.1987,50.7,,50.2%,2026-05-01,Good
2026-04-22,TSLA,Sell Call,425.0,+8.8%,4.25,59.3%,0.1815,52.1,,45.6%,2026-05-01,Good
2026-04-22,TSLA,Sell Call,430.0,+10.1%,3.45,59.4%,0.1492,54.7,,36.6%,2026-05-01,Good
2026-04-22,TSLA,Sell Put,370.0,-5.2%,5.55,49.6%,-0.2464,41.1,,49.8%,2026-05-04,Good
2026-04-22,TSLA,Sell Put,365.0,-6.5%,4.55,50.1%,-0.2017,44.3,,41.4%,2026-05-04,Good
2026-04-22,TSLA,Sell Put,365.0,-6.5%,4.55,50.1%,-0.2017,44.3,,41.4%,2026-05-04,Good
2026-04-22,TSLA,Sell Put,360.0,-7.8%,3.45,50.9%,-0.1635,47.4,,31.8%,2026-05-04,Good
2026-04-22,TSLA,Sell Put,355.0,-9.1%,2.77,50.3%,-0.1249,50.7,,25.9%,2026-05-04,Good
2026-04-22,TSLA,Sell Put,350.0,-10.4%,2.19,50.8%,-0.0966,53.1,,20.8%,2026-05-04,Good
2026-04-22,TSLA,Sell Call,415.0,+6.3%,6.15,52.4%,0.2716,43.1,,49.2%,2026-05-04,Good
2026-04-22,TSLA,Sell Call,420.0,+7.6%,5.20,52.8%,0.2317,46.2,,41.1%,2026-05-04,Good
2026-04-22,TSLA,Sell Call,420.0,+7.6%,5.20,52.8%,0.2317,46.2,,41.1%,2026-05-04,Good
2026-04-22,TSLA,Sell Call,425.0,+8.8%,4.25,52.8%,0.1942,49.4,,33.2%,2026-05-04,Good
2026-04-22,TSLA,Sell Call,430.0,+10.1%,3.25,52.5%,0.1596,52.2,,25.1%,2026-05-04,Wide
2026-04-22,TSLA,Sell Put,365.0,-6.5%,5.85,47.6%,-0.2211,42.9,,39.0%,2026-05-08,Good
2026-04-22,TSLA,Sell Put,365.0,-6.5%,5.85,47.6%,-0.2211,42.9,,39.0%,2026-05-08,Good
2026-04-22,TSLA,Sell Put,360.0,-7.8%,4.80,48.4%,-0.1849,46.1,,32.4%,2026-05-08,Good
2026-04-22,TSLA,Sell Put,355.0,-9.1%,3.90,49.2%,-0.1529,49.4,,26.7%,2026-05-08,Good
2026-04-22,TSLA,Sell Put,350.0,-10.4%,3.10,49.8%,-0.1243,51.8,,21.6%,2026-05-08,Good
2026-04-22,TSLA,Sell Call,422.5,+8.2%,6.40,51.9%,0.2490,46.2,,36.9%,2026-05-08,Good
2026-04-22,TSLA,Sell Call,425.0,+8.8%,5.95,52.2%,0.2333,47.9,,34.1%,2026-05-08,Good
2026-04-22,TSLA,Sell Call,430.0,+10.1%,4.95,52.2%,0.2008,50.8,,28.0%,2026-05-08,Good
2026-04-22,AMZN,Sell Put,240.0,-5.0%,4.25,57.1%,-0.2525,45.4,,80.8%,2026-05-01,Good
2026-04-22,AMZN,Sell Put,237.5,-6.0%,3.50,57.5%,-0.2160,47.0,,67.2%,2026-05-01,Good
2026-04-22,AMZN,Sell Put,235.0,-7.0%,2.98,57.9%,-0.1829,49.0,,57.9%,2026-05-01,Good
