Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-01,TSLA,Sell Put,360.0,-4.8%,3.35,46.2%,-0.1889,43.8,,56.6%,2026-04-08,Good
2026-04-01,TSLA,Sell Put,355.0,-6.2%,2.43,47.0%,-0.1356,46.6,,41.6%,2026-04-08,Good
2026-04-01,TSLA,Sell Put,352.5,-6.8%,2.11,47.9%,-0.1156,48.2,,36.4%,2026-04-08,Good
2026-04-01,TSLA,Sell Put,347.5,-8.2%,1.54,49.2%,-0.0818,51.2,,27.0%,2026-04-08,Good
2026-04-01,TSLA,Sell Put,345.0,-8.8%,1.34,50.2%,-0.0696,52.8,,23.6%,2026-04-08,Good
2026-04-01,TSLA,Sell Put,340.0,-10.1%,1.02,52.0%,-0.0495,55.7,,18.2%,2026-04-08,Good
2026-04-01,TSLA,Sell Call,397.5,+5.1%,1.47,32.8%,0.1285,41.7,,22.5%,2026-04-08,Good
2026-04-01,TSLA,Sell Call,400.0,+5.7%,1.15,32.9%,0.1002,43.6,,17.5%,2026-04-08,Good
2026-04-01,TSLA,Sell Put,360.0,-4.8%,4.65,47.9%,-0.2261,42.4,,58.9%,2026-04-10,Good
2026-04-01,TSLA,Sell Put,355.0,-6.2%,3.55,49.0%,-0.1765,45.3,,45.6%,2026-04-10,Good
2026-04-01,TSLA,Sell Put,350.0,-7.5%,2.70,49.6%,-0.1332,48.4,,35.2%,2026-04-10,Good
2026-04-01,TSLA,Sell Put,350.0,-7.5%,2.70,49.6%,-0.1332,48.4,,35.2%,2026-04-10,Good
2026-04-01,TSLA,Sell Put,345.0,-8.8%,2.08,50.9%,-0.1008,51.6,,27.5%,2026-04-10,Good
2026-04-01,TSLA,Sell Put,340.0,-10.1%,1.56,51.9%,-0.0745,54.5,,20.9%,2026-04-10,Good
2026-04-01,TSLA,Sell Call,397.5,+5.1%,2.30,34.2%,0.1767,40.0,,26.4%,2026-04-10,Good
2026-04-01,TSLA,Sell Call,400.0,+5.7%,1.87,34.2%,0.1463,41.9,,21.3%,2026-04-10,Good
2026-04-01,TSLA,Sell Call,405.0,+7.0%,1.30,34.8%,0.1011,45.7,,14.6%,2026-04-10,Good
2026-04-01,TSLA,Sell Put,355.0,-6.2%,5.85,46.9%,-0.2302,41.9,,40.1%,2026-04-17,Good
2026-04-01,TSLA,Sell Put,350.0,-7.5%,4.80,48.0%,-0.1920,45.3,,33.4%,2026-04-17,Good
2026-04-01,TSLA,Sell Put,350.0,-7.5%,4.80,48.0%,-0.1920,45.3,,33.4%,2026-04-17,Good
2026-04-01,TSLA,Sell Put,345.0,-8.8%,3.95,48.9%,-0.1586,48.7,,27.9%,2026-04-17,Good
2026-04-01,TSLA,Sell Put,340.0,-10.1%,3.25,50.2%,-0.1310,51.8,,23.3%,2026-04-17,Good
2026-04-01,TSLA,Sell Call,397.5,+5.1%,4.65,35.8%,0.2687,36.6,,28.5%,2026-04-17,Good
2026-04-01,TSLA,Sell Call,400.0,+5.7%,3.95,35.3%,0.2381,38.5,,24.0%,2026-04-17,Good
2026-04-01,TSLA,Sell Call,405.0,+7.0%,2.95,35.1%,0.1860,42.3,,17.7%,2026-04-17,Good
2026-04-01,TSLA,Sell Call,410.0,+8.4%,2.25,35.5%,0.1463,46.2,,13.4%,2026-04-17,Good
2026-04-01,TSLA,Sell Call,410.0,+8.4%,2.25,35.5%,0.1463,46.2,,13.4%,2026-04-17,Good
2026-04-01,TSLA,Sell Call,415.0,+9.7%,1.66,35.5%,0.1112,50.0,,9.7%,2026-04-17,Good
2026-04-01,TSLA,Sell Put,340.0,-10.1%,6.00,53.3%,-0.1827,50.8,,29.3%,2026-04-24,Good
2026-04-01,TSLA,Sell Call,405.0,+7.0%,6.35,41.1%,0.2761,40.6,,26.0%,2026-04-24,Good
2026-04-01,TSLA,Sell Call,410.0,+8.4%,5.05,40.5%,0.2334,44.2,,20.4%,2026-04-24,Good
2026-04-01,TSLA,Sell Call,410.0,+8.4%,5.05,40.5%,0.2334,44.2,,20.4%,2026-04-24,Good
2026-04-01,TSLA,Sell Call,415.0,+9.7%,4.15,40.7%,0.1988,47.9,,16.6%,2026-04-24,Good
2026-04-01,AMZN,Sell Put,200.0,-5.2%,1.04,38.6%,-0.1329,42.8,,31.6%,2026-04-08,Good
2026-04-01,AMZN,Sell Put,200.0,-5.2%,1.48,38.7%,-0.1655,41.3,,33.8%,2026-04-10,Good
2026-04-01,AMZN,Sell Put,197.5,-6.3%,1.07,39.5%,-0.1208,44.4,,24.7%,2026-04-10,Good
2026-04-01,AMZN,Sell Put,200.0,-5.2%,2.55,37.8%,-0.2244,38.2,,31.0%,2026-04-17,Good
2026-04-01,AMZN,Sell Put,197.5,-6.3%,2.01,38.4%,-0.1818,41.4,,24.8%,2026-04-17,Good
2026-04-01,AMZN,Sell Put,195.0,-7.5%,1.60,39.2%,-0.1465,44.7,,20.0%,2026-04-17,Good
2026-04-01,AMZN,Sell Put,195.0,-7.5%,1.60,39.2%,-0.1465,44.7,,20.0%,2026-04-17,Good
2026-04-01,AMZN,Sell Put,192.5,-8.7%,1.28,40.2%,-0.1180,48.0,,16.2%,2026-04-17,Good
2026-04-01,AMZN,Sell Put,190.0,-9.9%,1.03,41.0%,-0.0934,51.3,,13.2%,2026-04-17,Good
2026-04-01,AMZN,Sell Call,222.5,+5.5%,1.25,27.6%,0.1855,38.0,,13.7%,2026-04-17,Good
2026-04-01,AMZN,Sell Call,222.5,+5.5%,1.25,27.6%,0.1855,38.0,,13.7%,2026-04-17,Good
2026-04-01,AMZN,Sell Put,200.0,-5.2%,3.55,38.0%,-0.2590,36.6,,29.4%,2026-04-24,Good
2026-04-01,AMZN,Sell Put,200.0,-5.2%,3.55,38.0%,-0.2590,36.6,,29.4%,2026-04-24,Good
2026-04-01,AMZN,Sell Put,195.0,-7.5%,2.36,38.7%,-0.1833,43.2,,20.1%,2026-04-24,Good
2026-04-01,AMZN,Sell Put,195.0,-7.5%,2.36,38.7%,-0.1833,43.2,,20.1%,2026-04-24,Good
2026-04-01,AMZN,Sell Put,190.0,-9.9%,1.57,40.7%,-0.1305,49.8,,13.7%,2026-04-24,Good
2026-04-01,AMZN,Sell Put,190.0,-9.9%,1.57,40.7%,-0.1305,49.8,,13.7%,2026-04-24,Good
2026-04-01,AMZN,Sell Call,220.0,+4.3%,2.71,29.0%,0.3028,32.2,,20.4%,2026-04-24,Good
2026-04-01,AMZN,Sell Call,225.0,+6.7%,1.48,28.1%,0.1947,39.8,,10.9%,2026-04-24,Good
2026-04-01,AMZN,Sell Call,225.0,+6.7%,1.48,28.1%,0.1947,39.8,,10.9%,2026-04-24,Good
2026-04-01,NVDA,Sell Put,167.5,-4.9%,1.26,37.8%,-0.1703,40.7,,34.3%,2026-04-10,Good
2026-04-01,NVDA,Sell Put,167.5,-4.9%,2.39,38.7%,-0.2386,37.7,,34.7%,2026-04-17,Good
2026-04-01,NVDA,Sell Put,165.0,-6.4%,1.84,39.6%,-0.1882,41.6,,27.1%,2026-04-17,Good
2026-04-01,NVDA,Sell Put,165.0,-6.4%,1.84,39.6%,-0.1882,41.6,,27.1%,2026-04-17,Good
2026-04-01,NVDA,Sell Put,162.5,-7.8%,1.49,41.5%,-0.1517,45.5,,22.3%,2026-04-17,Good
2026-04-01,NVDA,Sell Put,160.0,-9.2%,1.14,42.5%,-0.1175,49.4,,17.3%,2026-04-17,Good
2026-04-01,NVDA,Sell Call,185.0,+5.0%,1.59,30.7%,0.2365,36.2,,20.9%,2026-04-17,Good
2026-04-01,NVDA,Sell Call,187.5,+6.4%,1.03,29.9%,0.1687,40.6,,13.4%,2026-04-17,Good
2026-04-01,NVDA,Sell Call,187.5,+6.4%,1.03,29.9%,0.1687,40.6,,13.4%,2026-04-17,Good
2026-04-01,NVDA,Sell Put,165.0,-6.4%,2.65,39.5%,-0.2242,40.1,,26.6%,2026-04-24,Good
2026-04-01,NVDA,Sell Put,165.0,-6.4%,2.65,39.5%,-0.2242,40.1,,26.6%,2026-04-24,Good
2026-04-01,NVDA,Sell Put,165.0,-6.4%,2.65,39.5%,-0.2242,40.1,,26.6%,2026-04-24,Good
2026-04-01,NVDA,Sell Put,160.0,-9.2%,1.79,41.9%,-0.1543,48.0,,18.6%,2026-04-24,Good
2026-04-01,NVDA,Sell Put,160.0,-9.2%,1.79,41.9%,-0.1543,48.0,,18.6%,2026-04-24,Good
2026-04-01,NVDA,Sell Put,160.0,-9.2%,1.79,41.9%,-0.1543,48.0,,18.6%,2026-04-24,Good
2026-04-01,NVDA,Sell Call,185.0,+5.0%,2.48,31.9%,0.2932,34.4,,22.2%,2026-04-24,Good
2026-04-01,NVDA,Sell Call,185.0,+5.0%,2.48,31.9%,0.2932,34.4,,22.2%,2026-04-24,Good
2026-04-01,NVDA,Sell Call,190.0,+7.8%,1.28,30.7%,0.1782,43.1,,11.2%,2026-04-24,Good
2026-04-01,NVDA,Sell Call,190.0,+7.8%,1.28,30.7%,0.1782,43.1,,11.2%,2026-04-24,Good
2026-04-01,NVDA,Sell Call,190.0,+7.8%,1.28,30.7%,0.1782,43.1,,11.2%,2026-04-24,Good
