Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-03,TSLA,Sell Put,345.0,-4.3%,3.15,43.1%,-0.1996,42.0,,55.5%,2026-04-10,Good
2026-04-03,TSLA,Sell Put,340.0,-5.7%,2.26,44.1%,-0.1394,45.1,,40.4%,2026-04-10,Good
2026-04-03,TSLA,Sell Put,335.0,-7.1%,1.60,45.4%,-0.0956,48.4,,29.1%,2026-04-10,Good
2026-04-03,TSLA,Sell Put,330.0,-8.5%,1.13,46.9%,-0.0647,51.7,,20.8%,2026-04-10,Good
2026-04-03,TSLA,Sell Put,330.0,-8.5%,1.13,46.9%,-0.0647,51.7,,20.8%,2026-04-10,Good
2026-04-03,TSLA,Sell Call,377.5,+4.7%,2.39,37.9%,0.1837,41.2,,38.5%,2026-04-10,Good
2026-04-03,TSLA,Sell Call,382.5,+6.1%,1.53,37.7%,0.1193,44.7,,24.3%,2026-04-10,Good
2026-04-03,TSLA,Sell Call,385.0,+6.8%,1.22,37.8%,0.0949,46.6,,19.3%,2026-04-10,Good
2026-04-03,TSLA,Sell Put,345.0,-4.3%,5.95,43.2%,-0.2725,37.5,,48.4%,2026-04-17,Good
2026-04-03,TSLA,Sell Put,340.0,-5.7%,4.75,44.1%,-0.2208,41.0,,39.2%,2026-04-17,Good
2026-04-03,TSLA,Sell Put,335.0,-7.1%,3.75,45.4%,-0.1782,44.6,,31.4%,2026-04-17,Good
2026-04-03,TSLA,Sell Put,330.0,-8.5%,3.00,46.6%,-0.1419,48.3,,25.5%,2026-04-17,Good
2026-04-03,TSLA,Sell Put,330.0,-8.5%,3.00,46.6%,-0.1419,48.3,,25.5%,2026-04-17,Good
2026-04-03,TSLA,Sell Put,325.0,-9.9%,2.38,47.9%,-0.1121,51.9,,20.6%,2026-04-17,Good
2026-04-03,TSLA,Sell Call,377.5,+4.7%,4.95,38.9%,0.2864,36.5,,36.8%,2026-04-17,Good
2026-04-03,TSLA,Sell Call,382.5,+6.1%,3.70,38.4%,0.2259,40.3,,27.2%,2026-04-17,Good
2026-04-03,TSLA,Sell Call,385.0,+6.8%,3.15,38.2%,0.1984,42.2,,23.0%,2026-04-17,Good
2026-04-03,TSLA,Sell Call,390.0,+8.2%,2.30,38.0%,0.1511,46.2,,16.6%,2026-04-17,Good
2026-04-03,TSLA,Sell Call,392.5,+8.8%,1.96,38.0%,0.1312,48.2,,14.0%,2026-04-17,Good
2026-04-03,TSLA,Sell Call,397.5,+10.2%,1.43,38.2%,0.0981,51.5,,10.1%,2026-04-17,Good
2026-04-03,TSLA,Sell Put,330.0,-8.5%,6.20,51.6%,-0.2071,47.1,,34.3%,2026-04-24,Good
2026-04-03,TSLA,Sell Put,330.0,-8.5%,6.20,51.6%,-0.2071,47.1,,34.3%,2026-04-24,Good
2026-04-03,TSLA,Sell Put,325.0,-9.9%,5.25,52.6%,-0.1770,50.7,,29.5%,2026-04-24,Good
2026-04-03,TSLA,Sell Call,385.0,+6.8%,7.00,45.3%,0.2948,40.5,,33.2%,2026-04-24,Good
2026-04-03,TSLA,Sell Call,390.0,+8.2%,5.70,44.8%,0.2515,44.2,,26.7%,2026-04-24,Good
2026-04-03,TSLA,Sell Call,395.0,+9.5%,4.55,44.5%,0.2126,47.9,,21.0%,2026-04-24,Good
2026-04-03,TSLA,Sell Call,395.0,+9.5%,4.55,44.5%,0.2126,47.9,,21.0%,2026-04-24,Good
2026-04-03,TSLA,Sell Put,325.0,-9.9%,6.65,50.8%,-0.1983,49.6,,27.7%,2026-05-01,Good
2026-04-03,TSLA,Sell Call,395.0,+9.5%,6.20,44.0%,0.2512,46.6,,21.2%,2026-05-01,Good
2026-04-03,TSLA,Sell Call,395.0,+9.5%,6.20,44.0%,0.2512,46.6,,21.2%,2026-05-01,Good
2026-04-03,AMZN,Sell Put,200.0,-4.7%,2.19,35.9%,-0.2222,37.1,,30.7%,2026-04-17,Good
2026-04-03,AMZN,Sell Put,197.5,-5.8%,1.73,36.9%,-0.1772,40.5,,24.6%,2026-04-17,Good
2026-04-03,AMZN,Sell Put,195.0,-7.0%,1.35,37.9%,-0.1397,43.9,,19.4%,2026-04-17,Good
2026-04-03,AMZN,Sell Put,192.5,-8.2%,1.06,39.0%,-0.1097,47.2,,15.5%,2026-04-17,Good
2026-04-03,AMZN,Sell Call,220.0,+4.9%,1.39,29.0%,0.2088,36.5,,17.7%,2026-04-17,Good
2026-04-03,AMZN,Sell Put,200.0,-4.7%,3.10,35.4%,-0.2576,35.3,,28.3%,2026-04-24,Good
2026-04-03,AMZN,Sell Put,195.0,-7.0%,2.12,37.9%,-0.1845,42.1,,19.8%,2026-04-24,Good
2026-04-03,AMZN,Sell Put,195.0,-7.0%,2.12,37.9%,-0.1845,42.1,,19.8%,2026-04-24,Good
2026-04-03,AMZN,Sell Put,195.0,-7.0%,2.12,37.9%,-0.1845,42.1,,19.8%,2026-04-24,Good
2026-04-03,AMZN,Sell Put,190.0,-9.4%,1.43,39.3%,-0.1249,48.8,,13.7%,2026-04-24,Good
