Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-03-26,TSLA,Sell Put,367.5,-4.8%,0.61,50.2%,-0.0300,56.6,,60.6%,2026-03-27,Good
2026-03-26,TSLA,Sell Put,362.5,-6.1%,0.29,51.6%,-0.0096,53.6,,29.2%,2026-03-27,Good
2026-03-26,TSLA,Sell Put,360.0,-6.7%,0.20,52.4%,-0.0053,52.8,,20.3%,2026-03-27,Good
2026-03-26,TSLA,Sell Put,355.0,-8.0%,0.10,54.9%,-0.0017,52.6,,10.3%,2026-03-27,Wide
2026-03-26,TSLA,Sell Put,350.0,-9.3%,0.06,58.4%,-0.0006,53.6,,6.3%,2026-03-27,Good
2026-03-26,TSLA,Sell Put,347.5,-10.0%,0.05,60.9%,-0.0005,54.8,,5.3%,2026-03-27,Wide
2026-03-26,TSLA,Sell Call,405.0,+4.9%,0.31,42.2%,0.0153,51.8,,27.9%,2026-03-27,Good
2026-03-26,TSLA,Sell Call,410.0,+6.2%,0.14,43.5%,0.0041,50.0,,12.5%,2026-03-27,Good
2026-03-26,TSLA,Sell Call,412.5,+6.9%,0.10,44.7%,0.0024,50.2,,8.8%,2026-03-27,Good
2026-03-26,TSLA,Sell Call,417.5,+8.2%,0.05,47.3%,0.0008,51.3,,4.4%,2026-03-27,Wide
2026-03-26,TSLA,Sell Call,420.0,+8.8%,0.04,49.2%,0.0006,52.4,,3.5%,2026-03-27,Wide
2026-03-26,TSLA,Sell Call,425.0,+10.1%,0.02,50.8%,0.0002,53.4,,1.7%,2026-03-27,Wide
2026-03-26,TSLA,Sell Put,367.5,-4.8%,1.70,43.5%,-0.1018,48.1,,56.3%,2026-03-30,Good
2026-03-26,TSLA,Sell Put,362.5,-6.1%,1.14,45.4%,-0.0601,49.9,,38.3%,2026-03-30,Good
2026-03-26,TSLA,Sell Put,360.0,-6.7%,0.93,46.3%,-0.0456,50.9,,31.4%,2026-03-30,Good
2026-03-26,TSLA,Sell Put,355.0,-8.0%,0.64,48.4%,-0.0264,53.0,,21.9%,2026-03-30,Good
2026-03-26,TSLA,Sell Put,350.0,-9.3%,0.44,50.6%,-0.0153,55.3,,15.3%,2026-03-30,Good
2026-03-26,TSLA,Sell Put,347.5,-10.0%,0.37,51.9%,-0.0118,56.6,,13.0%,2026-03-30,Good
2026-03-26,TSLA,Sell Call,405.0,+4.9%,0.99,35.6%,0.0716,45.8,,29.7%,2026-03-30,Good
2026-03-26,TSLA,Sell Call,410.0,+6.2%,0.53,35.7%,0.0330,48.0,,15.7%,2026-03-30,Good
2026-03-26,TSLA,Sell Call,412.5,+6.9%,0.39,35.8%,0.0216,49.0,,11.5%,2026-03-30,Good
2026-03-26,TSLA,Sell Call,417.5,+8.2%,0.21,36.4%,0.0094,51.3,,6.1%,2026-03-30,Good
2026-03-26,TSLA,Sell Call,420.0,+8.8%,0.15,37.1%,0.0064,52.8,,4.3%,2026-03-30,Good
2026-03-26,TSLA,Sell Call,425.0,+10.1%,0.10,38.7%,0.0033,54.8,,2.9%,2026-03-30,Good
2026-03-26,TSLA,Sell Put,367.5,-4.8%,3.00,46.4%,-0.1730,45.1,,59.6%,2026-04-01,Good
2026-03-26,TSLA,Sell Put,362.5,-6.1%,2.24,47.9%,-0.1233,47.8,,45.1%,2026-04-01,Good
2026-03-26,TSLA,Sell Put,360.0,-6.7%,1.92,48.7%,-0.1036,49.1,,38.9%,2026-04-01,Good
2026-03-26,TSLA,Sell Put,355.0,-8.0%,1.42,50.2%,-0.0718,52.0,,29.2%,2026-04-01,Good
2026-03-26,TSLA,Sell Put,350.0,-9.3%,1.05,52.0%,-0.0497,54.9,,21.9%,2026-04-01,Good
2026-03-26,TSLA,Sell Put,347.5,-10.0%,0.90,52.9%,-0.0412,56.3,,18.9%,2026-04-01,Good
2026-03-26,TSLA,Sell Call,405.0,+4.9%,1.97,37.9%,0.1469,43.1,,35.5%,2026-04-01,Good
2026-03-26,TSLA,Sell Call,410.0,+6.2%,1.22,37.5%,0.0903,46.2,,21.7%,2026-04-01,Good
2026-03-26,TSLA,Sell Call,412.5,+6.9%,0.94,37.4%,0.0690,47.8,,16.6%,2026-04-01,Good
2026-03-26,TSLA,Sell Call,417.5,+8.2%,0.56,37.5%,0.0396,51.1,,9.8%,2026-04-01,Good
2026-03-26,TSLA,Sell Call,420.0,+8.8%,0.43,37.6%,0.0298,52.8,,7.5%,2026-04-01,Good
2026-03-26,TSLA,Sell Call,425.0,+10.1%,0.26,38.0%,0.0166,55.8,,4.5%,2026-04-01,Good
2026-03-26,AMZN,Sell Put,200.0,-5.5%,0.10,44.7%,-0.0072,51.2,,18.2%,2026-03-27,Wide
2026-03-26,AMZN,Sell Put,200.0,-5.5%,0.10,44.7%,-0.0072,51.2,,18.2%,2026-03-27,Wide
2026-03-26,AMZN,Sell Put,197.5,-6.7%,0.07,50.2%,-0.0039,52.7,,12.9%,2026-03-27,Wide
2026-03-26,AMZN,Sell Put,195.0,-7.9%,0.05,53.5%,-0.0016,52.1,,9.4%,2026-03-27,Wide
2026-03-26,AMZN,Sell Put,192.5,-9.1%,0.04,59.0%,-0.0010,54.1,,7.6%,2026-03-27,Wide
2026-03-26,AMZN,Sell Put,190.0,-10.2%,0.03,63.7%,-0.0005,55.4,,5.8%,2026-03-27,Wide
2026-03-26,AMZN,Sell Call,222.5,+5.1%,0.05,35.2%,0.0036,47.4,,8.2%,2026-03-27,Wide
2026-03-26,AMZN,Sell Call,225.0,+6.3%,0.03,39.1%,0.0015,48.6,,4.9%,2026-03-27,Wide
2026-03-26,AMZN,Sell Call,227.5,+7.5%,0.02,43.4%,0.0008,50.8,,3.2%,2026-03-27,Wide
2026-03-26,AMZN,Sell Call,227.5,+7.5%,0.02,43.4%,0.0008,50.8,,3.2%,2026-03-27,Wide
2026-03-26,AMZN,Sell Call,230.0,+8.6%,0.01,46.5%,0.0004,53.4,,1.6%,2026-03-27,Wide
2026-03-26,AMZN,Sell Call,232.5,+9.8%,0.01,50.0%,0.0002,53.8,,1.6%,2026-03-27,Wide
2026-03-26,AMZN,Sell Put,200.0,-5.5%,0.40,38.1%,-0.0470,47.2,,24.3%,2026-03-30,Good
2026-03-26,AMZN,Sell Put,200.0,-5.5%,0.40,38.1%,-0.0470,47.2,,24.3%,2026-03-30,Good
2026-03-26,AMZN,Sell Put,195.0,-7.9%,0.18,42.6%,-0.0155,51.9,,11.2%,2026-03-30,Good
2026-03-26,AMZN,Sell Put,195.0,-7.9%,0.18,42.6%,-0.0155,51.9,,11.2%,2026-03-30,Good
2026-03-26,AMZN,Sell Put,195.0,-7.9%,0.18,42.6%,-0.0155,51.9,,11.2%,2026-03-30,Good
2026-03-26,AMZN,Sell Put,190.0,-10.2%,0.09,48.2%,-0.0061,56.6,,5.8%,2026-03-30,Wide
2026-03-26,AMZN,Sell Call,220.0,+3.9%,0.37,27.8%,0.0673,42.5,,20.5%,2026-03-30,Good
2026-03-26,AMZN,Sell Call,225.0,+6.3%,0.08,28.6%,0.0102,47.4,,4.3%,2026-03-30,Wide
2026-03-26,AMZN,Sell Call,225.0,+6.3%,0.08,28.6%,0.0102,47.4,,4.3%,2026-03-30,Wide
2026-03-26,AMZN,Sell Call,230.0,+8.6%,0.02,33.2%,0.0032,57.2,,1.1%,2026-03-30,Wide
2026-03-26,AMZN,Sell Call,230.0,+8.6%,0.02,33.2%,0.0032,57.2,,1.1%,2026-03-30,Wide
2026-03-26,AMZN,Sell Call,235.0,+11.0%,0.01,35.9%,0.0008,56.1,,0.5%,2026-03-30,Wide
2026-03-26,AMZN,Sell Put,200.0,-5.5%,0.79,39.2%,-0.1008,44.9,,28.8%,2026-04-01,Good
2026-03-26,AMZN,Sell Put,200.0,-5.5%,0.79,39.2%,-0.1008,44.9,,28.8%,2026-04-01,Good
2026-03-26,AMZN,Sell Put,195.0,-7.9%,0.41,42.7%,-0.0462,50.8,,15.3%,2026-04-01,Good
2026-03-26,AMZN,Sell Put,195.0,-7.9%,0.41,42.7%,-0.0462,50.8,,15.3%,2026-04-01,Good
2026-03-26,AMZN,Sell Put,195.0,-7.9%,0.41,42.7%,-0.0462,50.8,,15.3%,2026-04-01,Good
2026-03-26,AMZN,Sell Put,190.0,-10.2%,0.21,46.2%,-0.0206,56.1,,8.1%,2026-04-01,Good
2026-03-26,AMZN,Sell Call,220.0,+3.9%,0.75,28.8%,0.1352,39.4,,24.9%,2026-04-01,Good
2026-03-26,AMZN,Sell Call,225.0,+6.3%,0.19,28.3%,0.0357,46.6,,6.2%,2026-04-01,Good
2026-03-26,AMZN,Sell Call,225.0,+6.3%,0.19,28.3%,0.0357,46.6,,6.2%,2026-04-01,Good
2026-03-26,AMZN,Sell Call,230.0,+8.6%,0.05,29.5%,0.0091,53.9,,1.6%,2026-04-01,Wide
2026-03-26,AMZN,Sell Call,230.0,+8.6%,0.05,29.5%,0.0091,53.9,,1.6%,2026-04-01,Wide
2026-03-26,AMZN,Sell Call,235.0,+11.0%,0.01,32.0%,0.0030,64.8,,0.3%,2026-04-01,Wide
2026-03-26,NVDA,Sell Put,170.0,-4.9%,0.12,42.4%,-0.0118,50.9,,25.8%,2026-03-27,Good
2026-03-26,NVDA,Sell Put,167.5,-6.3%,0.06,46.5%,-0.0038,50.6,,13.1%,2026-03-27,Good
