Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-21,TSLA,Sell Put,370.0,-5.1%,3.65,52.0%,-0.1822,47.5,,72.0%,2026-04-27,Good
2026-04-21,TSLA,Sell Put,367.5,-5.8%,3.15,52.3%,-0.1556,48.5,,62.6%,2026-04-27,Good
2026-04-21,TSLA,Sell Put,362.5,-7.0%,2.35,53.4%,-0.1127,50.8,,47.3%,2026-04-27,Good
2026-04-21,TSLA,Sell Put,360.0,-7.7%,2.08,54.5%,-0.0972,52.2,,42.2%,2026-04-27,Good
2026-04-21,TSLA,Sell Put,355.0,-9.0%,1.53,55.7%,-0.0686,54.8,,31.5%,2026-04-27,Good
2026-04-21,TSLA,Sell Put,350.0,-10.2%,1.11,56.7%,-0.0472,56.8,,23.2%,2026-04-27,Good
2026-04-21,TSLA,Sell Call,410.0,+5.1%,5.85,61.6%,0.2583,50.1,,104.2%,2026-04-27,Good
2026-04-21,TSLA,Sell Call,412.5,+5.8%,5.25,61.9%,0.2330,50.9,,92.9%,2026-04-27,Good
2026-04-21,TSLA,Sell Call,417.5,+7.0%,4.20,62.1%,0.1862,52.6,,73.4%,2026-04-27,Good
2026-04-21,TSLA,Sell Call,420.0,+7.7%,3.80,62.6%,0.1672,53.8,,66.0%,2026-04-27,Good
2026-04-21,TSLA,Sell Call,425.0,+9.0%,3.00,63.1%,0.1317,56.0,,51.5%,2026-04-27,Good
2026-04-21,TSLA,Sell Call,430.0,+10.3%,2.42,63.6%,0.1030,57.9,,41.1%,2026-04-27,Good
2026-04-21,TSLA,Sell Put,370.0,-5.1%,4.65,51.2%,-0.2143,44.7,,65.5%,2026-04-29,Good
2026-04-21,TSLA,Sell Put,367.5,-5.8%,4.05,51.4%,-0.1884,45.9,,57.5%,2026-04-29,Good
2026-04-21,TSLA,Sell Put,362.5,-7.0%,3.10,52.3%,-0.1447,48.6,,44.6%,2026-04-29,Good
2026-04-21,TSLA,Sell Put,360.0,-7.7%,2.64,52.1%,-0.1232,49.9,,38.2%,2026-04-29,Good
2026-04-21,TSLA,Sell Put,355.0,-9.0%,2.00,53.1%,-0.0921,52.9,,29.4%,2026-04-29,Good
2026-04-21,TSLA,Sell Put,350.0,-10.2%,1.55,54.6%,-0.0694,55.3,,23.1%,2026-04-29,Good
2026-04-21,TSLA,Sell Call,410.0,+5.1%,6.85,59.1%,0.2882,46.0,,87.1%,2026-04-29,Good
2026-04-21,TSLA,Sell Call,412.5,+5.8%,6.40,60.2%,0.2675,47.3,,80.9%,2026-04-29,Good
2026-04-21,TSLA,Sell Call,417.5,+7.0%,5.10,59.7%,0.2200,49.4,,63.7%,2026-04-29,Good
2026-04-21,TSLA,Sell Call,420.0,+7.7%,4.60,59.8%,0.1998,50.7,,57.1%,2026-04-29,Good
2026-04-21,TSLA,Sell Call,425.0,+9.0%,3.65,59.6%,0.1615,53.3,,44.8%,2026-04-29,Good
2026-04-21,TSLA,Sell Call,430.0,+10.3%,3.00,60.4%,0.1324,55.5,,36.4%,2026-04-29,Good
2026-04-21,TSLA,Sell Put,370.0,-5.1%,5.55,50.3%,-0.2355,42.9,,60.8%,2026-05-01,Good
2026-04-21,TSLA,Sell Put,367.5,-5.8%,4.85,50.3%,-0.2097,44.2,,53.5%,2026-05-01,Good
2026-04-21,TSLA,Sell Put,362.5,-7.0%,3.70,50.5%,-0.1642,47.0,,41.4%,2026-05-01,Good
2026-04-21,TSLA,Sell Put,360.0,-7.7%,3.30,51.3%,-0.1469,48.5,,37.2%,2026-05-01,Good
2026-04-21,TSLA,Sell Put,355.0,-9.0%,2.59,52.2%,-0.1144,51.6,,29.6%,2026-05-01,Good
2026-04-21,TSLA,Sell Put,350.0,-10.2%,1.96,52.8%,-0.0867,54.1,,22.7%,2026-05-01,Good
2026-04-21,TSLA,Sell Call,417.5,+7.0%,6.00,58.0%,0.2452,47.3,,58.3%,2026-05-01,Good
2026-04-21,TSLA,Sell Call,420.0,+7.7%,5.55,58.5%,0.2273,48.8,,53.6%,2026-05-01,Good
2026-04-21,TSLA,Sell Call,425.0,+9.0%,4.45,58.1%,0.1887,51.5,,42.5%,2026-05-01,Good
2026-04-21,TSLA,Sell Call,430.0,+10.3%,3.75,58.8%,0.1590,54.0,,35.4%,2026-05-01,Good
2026-04-21,TSLA,Sell Put,370.0,-5.1%,5.60,48.9%,-0.2558,39.9,,46.0%,2026-05-04,Wide
2026-04-21,TSLA,Sell Put,365.0,-6.4%,4.60,48.3%,-0.2066,43.3,,38.3%,2026-05-04,Good
2026-04-21,TSLA,Sell Put,365.0,-6.4%,4.60,48.3%,-0.2066,43.3,,38.3%,2026-05-04,Good
2026-04-21,TSLA,Sell Put,360.0,-7.7%,3.45,50.4%,-0.1736,46.4,,29.1%,2026-05-04,Wide
2026-04-21,TSLA,Sell Put,355.0,-9.0%,2.75,49.3%,-0.1326,49.9,,23.6%,2026-05-04,Good
2026-04-21,TSLA,Sell Put,350.0,-10.2%,2.17,49.3%,-0.1015,52.6,,18.9%,2026-05-04,Good
2026-04-21,TSLA,Sell Call,415.0,+6.4%,6.40,52.2%,0.2770,42.8,,46.9%,2026-05-04,Good
2026-04-21,TSLA,Sell Call,415.0,+6.4%,6.40,52.2%,0.2770,42.8,,46.9%,2026-05-04,Good
2026-04-21,TSLA,Sell Call,420.0,+7.7%,5.25,51.6%,0.2335,45.9,,38.0%,2026-05-04,Good
2026-04-21,TSLA,Sell Call,425.0,+9.0%,4.20,52.0%,0.1983,49.1,,30.1%,2026-05-04,Wide
2026-04-21,TSLA,Sell Call,430.0,+10.3%,3.50,52.7%,0.1694,51.8,,24.8%,2026-05-04,Wide
2026-04-21,AMZN,Sell Put,240.0,-4.6%,1.74,54.3%,-0.2483,40.9,,37.8%,2026-04-29,Wide
2026-04-21,AMZN,Sell Call,265.0,+5.3%,1.61,48.0%,0.2327,41.8,,31.7%,2026-04-29,Wide
2026-04-21,AMZN,Sell Call,265.0,+5.3%,1.61,48.0%,0.2327,41.8,,31.7%,2026-04-29,Wide
2026-04-21,AMZN,Sell Put,240.0,-4.6%,4.45,54.2%,-0.2698,42.8,,75.2%,2026-05-01,Good
2026-04-21,AMZN,Sell Put,237.5,-5.6%,3.80,55.0%,-0.2336,44.8,,64.9%,2026-05-01,Good
2026-04-21,AMZN,Sell Put,235.0,-6.6%,3.20,55.2%,-0.1985,46.9,,55.2%,2026-05-01,Good
2026-04-21,AMZN,Sell Put,232.5,-7.6%,2.67,55.7%,-0.1680,49.1,,46.6%,2026-05-01,Good
2026-04-21,AMZN,Sell Put,230.0,-8.6%,2.20,56.0%,-0.1400,51.3,,38.8%,2026-05-01,Good
2026-04-21,AMZN,Sell Put,227.5,-9.6%,1.84,57.0%,-0.1178,53.6,,32.8%,2026-05-01,Good
2026-04-21,AMZN,Sell Call,265.0,+5.3%,5.10,59.1%,0.3093,44.1,,78.1%,2026-05-01,Good
2026-04-21,AMZN,Sell Call,267.5,+6.3%,4.35,58.6%,0.2728,45.8,,66.0%,2026-05-01,Good
2026-04-21,AMZN,Sell Call,270.0,+7.3%,3.70,58.5%,0.2398,47.8,,55.6%,2026-05-01,Good
2026-04-21,AMZN,Sell Call,272.5,+8.3%,3.10,58.0%,0.2077,49.9,,46.1%,2026-05-01,Good
2026-04-21,AMZN,Sell Call,275.0,+9.3%,2.71,58.2%,0.1809,52.2,,40.0%,2026-05-01,Good
2026-04-21,AMZN,Sell Call,277.5,+10.3%,2.28,58.1%,0.1558,53.8,,33.3%,2026-05-01,Good
2026-04-21,AMZN,Sell Put,240.0,-4.6%,4.50,51.3%,-0.2831,39.5,,57.0%,2026-05-04,Good
2026-04-21,AMZN,Sell Put,235.0,-6.6%,3.25,50.3%,-0.2078,44.3,,42.1%,2026-05-04,Good
2026-04-21,AMZN,Sell Put,235.0,-6.6%,3.25,50.3%,-0.2078,44.3,,42.1%,2026-05-04,Good
2026-04-21,AMZN,Sell Put,230.0,-8.6%,2.22,51.1%,-0.1503,49.1,,29.4%,2026-05-04,Wide
2026-04-21,AMZN,Sell Put,230.0,-8.6%,2.22,51.1%,-0.1503,49.1,,29.4%,2026-05-04,Wide
2026-04-21,AMZN,Sell Put,225.0,-10.6%,1.61,52.8%,-0.1087,52.8,,21.8%,2026-05-04,Good
2026-04-21,AMZN,Sell Call,265.0,+5.3%,5.15,53.5%,0.3200,40.6,,59.1%,2026-05-04,Good
2026-04-21,AMZN,Sell Call,265.0,+5.3%,5.15,53.5%,0.3200,40.6,,59.1%,2026-05-04,Good
2026-04-21,AMZN,Sell Call,270.0,+7.3%,3.85,53.1%,0.2528,45.1,,43.4%,2026-05-04,Good
2026-04-21,AMZN,Sell Call,270.0,+7.3%,3.85,53.1%,0.2528,45.1,,43.4%,2026-05-04,Good
2026-04-21,AMZN,Sell Call,275.0,+9.3%,2.84,54.0%,0.2003,50.0,,31.4%,2026-05-04,Wide
2026-04-21,AMZN,Sell Call,275.0,+9.3%,2.84,54.0%,0.2003,50.0,,31.4%,2026-05-04,Wide
2026-04-21,NVDA,Sell Call,210.0,+4.4%,1.27,34.4%,0.1950,38.9,,31.5%,2026-04-29,Good
2026-04-21,NVDA,Sell Put,190.0,-5.5%,1.29,37.2%,-0.1525,41.5,,27.5%,2026-05-01,Good
2026-04-21,NVDA,Sell Put,190.0,-5.5%,1.29,37.2%,-0.1525,41.5,,27.5%,2026-05-01,Good
2026-04-21,NVDA,Sell Call,210.0,+4.4%,1.84,36.1%,0.2392,37.6,,35.5%,2026-05-01,Good
2026-04-21,NVDA,Sell Call,212.5,+5.6%,1.27,35.5%,0.1748,41.0,,24.2%,2026-05-01,Good
2026-04-21,NVDA,Sell Put,190.0,-5.5%,1.46,35.4%,-0.1717,39.9,,23.4%,2026-05-04,Good
2026-04-21,NVDA,Sell Put,190.0,-5.5%,1.46,35.4%,-0.1717,39.9,,23.4%,2026-05-04,Good
2026-04-21,NVDA,Sell Call,210.0,+4.4%,2.05,34.4%,0.2631,35.6,,29.7%,2026-05-04,Good
2026-04-21,NVDA,Sell Call,215.0,+6.9%,1.04,33.9%,0.1529,43.0,,14.7%,2026-05-04,Good
2026-04-21,NVDA,Sell Call,215.0,+6.9%,1.04,33.9%,0.1529,43.0,,14.7%,2026-05-04,Good
2026-04-21,NVDA,Sell Call,215.0,+6.9%,1.04,33.9%,0.1529,43.0,,14.7%,2026-05-04,Good
