Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-17,TSLA,Sell Put,380.0,-5.2%,6.20,62.5%,-0.2348,49.8,,99.3%,2026-04-24,Good
2026-04-17,TSLA,Sell Put,377.5,-5.9%,5.30,61.5%,-0.2067,50.1,,85.4%,2026-04-24,Good
2026-04-17,TSLA,Sell Put,372.5,-7.1%,3.95,60.7%,-0.1589,51.6,,64.5%,2026-04-24,Good
2026-04-17,TSLA,Sell Put,370.0,-7.7%,3.40,60.6%,-0.1387,52.6,,55.9%,2026-04-24,Good
2026-04-17,TSLA,Sell Put,365.0,-9.0%,2.52,60.2%,-0.1022,54.8,,42.0%,2026-04-24,Good
2026-04-17,TSLA,Sell Put,360.0,-10.2%,1.92,61.0%,-0.0762,56.8,,32.4%,2026-04-24,Good
2026-04-17,TSLA,Sell Call,420.0,+4.7%,4.60,48.8%,0.2439,43.6,,66.6%,2026-04-24,Good
2026-04-17,TSLA,Sell Call,425.0,+6.0%,3.70,50.0%,0.1951,46.2,,53.0%,2026-04-24,Good
2026-04-17,TSLA,Sell Call,430.0,+7.2%,2.97,50.9%,0.1532,49.0,,42.0%,2026-04-24,Good
2026-04-17,TSLA,Sell Call,435.0,+8.5%,2.32,51.4%,0.1176,51.9,,32.4%,2026-04-24,Good
2026-04-17,TSLA,Sell Call,435.0,+8.5%,2.32,51.4%,0.1176,51.9,,32.4%,2026-04-24,Good
2026-04-17,TSLA,Sell Call,440.0,+9.7%,1.88,52.7%,0.0924,54.9,,26.0%,2026-04-24,Good
2026-04-17,TSLA,Sell Put,370.0,-7.7%,5.65,54.2%,-0.1960,47.4,,42.9%,2026-05-01,Good
2026-04-17,TSLA,Sell Put,365.0,-9.0%,4.50,54.3%,-0.1617,50.3,,34.6%,2026-05-01,Good
2026-04-17,TSLA,Sell Put,360.0,-10.2%,3.60,54.6%,-0.1319,52.8,,28.1%,2026-05-01,Good
2026-04-17,TSLA,Sell Call,420.0,+4.7%,6.80,43.6%,0.3093,37.2,,45.5%,2026-05-01,Good
2026-04-17,TSLA,Sell Call,425.0,+6.0%,5.80,44.8%,0.2668,40.5,,38.3%,2026-05-01,Good
2026-04-17,TSLA,Sell Call,430.0,+7.2%,4.85,45.5%,0.2276,43.8,,31.7%,2026-05-01,Good
2026-04-17,TSLA,Sell Call,435.0,+8.5%,4.05,46.1%,0.1920,47.1,,26.1%,2026-05-01,Good
2026-04-17,TSLA,Sell Call,435.0,+8.5%,4.05,46.1%,0.1920,47.1,,26.1%,2026-05-01,Good
2026-04-17,TSLA,Sell Call,440.0,+9.7%,3.45,47.4%,0.1655,50.5,,22.0%,2026-05-01,Good
2026-04-17,TSLA,Sell Put,365.0,-9.0%,6.25,51.2%,-0.1925,48.4,,31.2%,2026-05-08,Good
2026-04-17,TSLA,Sell Put,360.0,-10.2%,5.15,51.5%,-0.1638,50.9,,26.1%,2026-05-08,Good
2026-04-17,TSLA,Sell Call,430.0,+7.2%,6.75,43.6%,0.2725,41.6,,28.6%,2026-05-08,Good
2026-04-17,TSLA,Sell Call,435.0,+8.5%,5.85,44.3%,0.2404,45.0,,24.5%,2026-05-08,Good
2026-04-17,TSLA,Sell Call,435.0,+8.5%,5.85,44.3%,0.2404,45.0,,24.5%,2026-05-08,Good
2026-04-17,TSLA,Sell Call,440.0,+9.7%,4.95,44.4%,0.2082,48.4,,20.5%,2026-05-08,Good
2026-04-17,TSLA,Sell Put,360.0,-10.2%,6.70,50.0%,-0.1868,49.9,,25.2%,2026-05-15,Good
2026-04-17,TSLA,Sell Call,440.0,+9.7%,6.60,43.6%,0.2451,47.1,,20.3%,2026-05-15,Good
2026-04-17,AMZN,Sell Put,245.0,-4.0%,5.45,49.8%,-0.3071,37.9,,62.5%,2026-05-01,Good
2026-04-17,AMZN,Sell Put,240.0,-6.0%,3.95,50.2%,-0.2363,42.4,,46.2%,2026-05-01,Good
2026-04-17,AMZN,Sell Put,235.0,-8.0%,2.82,50.4%,-0.1740,47.3,,33.7%,2026-05-01,Good
2026-04-17,AMZN,Sell Put,235.0,-8.0%,2.82,50.4%,-0.1740,47.3,,33.7%,2026-05-01,Good
2026-04-17,AMZN,Sell Put,230.0,-9.9%,2.00,50.9%,-0.1245,52.2,,24.4%,2026-05-01,Good
2026-04-17,AMZN,Sell Put,230.0,-9.9%,2.00,50.9%,-0.1245,52.2,,24.4%,2026-05-01,Good
2026-04-17,AMZN,Sell Call,270.0,+5.8%,4.00,45.6%,0.2786,40.1,,41.6%,2026-05-01,Good
2026-04-17,AMZN,Sell Call,270.0,+5.8%,4.00,45.6%,0.2786,40.1,,41.6%,2026-05-01,Good
2026-04-17,AMZN,Sell Call,275.0,+7.7%,2.93,46.1%,0.2147,45.1,,29.9%,2026-05-01,Good
2026-04-17,AMZN,Sell Call,275.0,+7.7%,2.93,46.1%,0.2147,45.1,,29.9%,2026-05-01,Good
2026-04-17,AMZN,Sell Call,280.0,+9.7%,2.10,46.6%,0.1620,50.4,,21.1%,2026-05-01,Good
2026-04-17,AMZN,Sell Call,280.0,+9.7%,2.10,46.6%,0.1620,50.4,,21.1%,2026-05-01,Good
2026-04-17,AMZN,Sell Put,245.0,-4.0%,6.20,44.5%,-0.3176,34.8,,46.2%,2026-05-08,Good
2026-04-17,AMZN,Sell Put,240.0,-6.0%,4.60,45.2%,-0.2534,39.8,,35.0%,2026-05-08,Good
2026-04-17,AMZN,Sell Put,235.0,-8.0%,3.35,45.6%,-0.1960,45.0,,26.0%,2026-05-08,Good
2026-04-17,AMZN,Sell Put,235.0,-8.0%,3.35,45.6%,-0.1960,45.0,,26.0%,2026-05-08,Good
2026-04-17,AMZN,Sell Put,230.0,-9.9%,2.44,45.9%,-0.1467,50.3,,19.4%,2026-05-08,Good
2026-04-17,AMZN,Sell Put,230.0,-9.9%,2.44,45.9%,-0.1467,50.3,,19.4%,2026-05-08,Good
2026-04-17,AMZN,Sell Call,270.0,+5.8%,4.70,41.7%,0.3101,37.4,,31.8%,2026-05-08,Good
2026-04-17,AMZN,Sell Call,270.0,+5.8%,4.70,41.7%,0.3101,37.4,,31.8%,2026-05-08,Good
2026-04-17,AMZN,Sell Call,275.0,+7.7%,3.45,41.7%,0.2467,42.7,,22.9%,2026-05-08,Good
2026-04-17,AMZN,Sell Call,275.0,+7.7%,3.45,41.7%,0.2467,42.7,,22.9%,2026-05-08,Good
2026-04-17,AMZN,Sell Call,280.0,+9.7%,2.70,42.6%,0.1979,48.2,,17.6%,2026-05-08,Good
2026-04-17,AMZN,Sell Call,280.0,+9.7%,2.70,42.6%,0.1979,48.2,,17.6%,2026-05-08,Good
2026-04-17,AMZN,Sell Put,245.0,-4.0%,7.00,41.2%,-0.3239,33.3,,38.6%,2026-05-15,Good
2026-04-17,AMZN,Sell Put,240.0,-6.0%,5.30,41.4%,-0.2617,38.6,,29.9%,2026-05-15,Good
