Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-03-30,TSLA,Sell Put,345.0,-5.2%,2.97,46.2%,-0.1744,44.4,,52.4%,2026-04-06,Good
2026-03-30,TSLA,Sell Put,342.5,-5.8%,2.53,46.7%,-0.1472,45.9,,44.9%,2026-04-06,Good
2026-03-30,TSLA,Sell Put,337.5,-7.2%,1.87,48.2%,-0.1044,49.1,,33.7%,2026-04-06,Good
2026-03-30,TSLA,Sell Put,335.0,-7.9%,1.57,48.9%,-0.0873,50.6,,28.5%,2026-04-06,Good
2026-03-30,TSLA,Sell Put,330.0,-9.3%,1.13,50.2%,-0.0597,53.9,,20.8%,2026-04-06,Good
2026-03-30,TSLA,Sell Call,382.5,+5.2%,2.32,39.6%,0.1715,42.6,,36.9%,2026-04-06,Good
2026-03-30,TSLA,Sell Call,385.0,+5.8%,1.87,39.5%,0.1400,44.3,,29.5%,2026-04-06,Good
2026-03-30,TSLA,Sell Call,390.0,+7.2%,1.24,39.5%,0.0913,47.8,,19.3%,2026-04-06,Good
2026-03-30,TSLA,Sell Put,345.0,-5.2%,3.90,46.6%,-0.2069,42.7,,51.6%,2026-04-08,Good
2026-03-30,TSLA,Sell Put,342.5,-5.8%,3.45,47.5%,-0.1824,44.3,,46.0%,2026-04-08,Good
2026-03-30,TSLA,Sell Put,337.5,-7.2%,2.62,48.6%,-0.1373,47.6,,35.4%,2026-04-08,Good
2026-03-30,TSLA,Sell Put,335.0,-7.9%,2.28,49.4%,-0.1193,49.3,,31.1%,2026-04-08,Good
2026-03-30,TSLA,Sell Put,330.0,-9.3%,1.73,50.6%,-0.0881,52.7,,23.9%,2026-04-08,Good
2026-03-30,TSLA,Sell Put,327.5,-10.0%,1.58,52.1%,-0.0787,54.5,,22.0%,2026-04-08,Good
2026-03-30,TSLA,Sell Call,382.5,+5.2%,3.15,40.3%,0.2138,40.7,,37.6%,2026-04-08,Good
2026-03-30,TSLA,Sell Call,385.0,+5.8%,2.71,40.6%,0.1847,42.6,,32.1%,2026-04-08,Good
2026-03-30,TSLA,Sell Call,390.0,+7.2%,1.82,40.0%,0.1297,46.2,,21.3%,2026-04-08,Good
2026-03-30,TSLA,Sell Call,392.5,+7.9%,1.52,40.1%,0.1088,48.1,,17.7%,2026-04-08,Good
2026-03-30,TSLA,Sell Call,397.5,+9.3%,1.06,40.5%,0.0760,51.9,,12.2%,2026-04-08,Good
2026-03-30,TSLA,Sell Put,345.0,-5.2%,5.15,48.5%,-0.2371,41.8,,54.5%,2026-04-10,Good
2026-03-30,TSLA,Sell Put,340.0,-6.5%,4.00,49.4%,-0.1884,45.0,,42.9%,2026-04-10,Good
2026-03-30,TSLA,Sell Put,340.0,-6.5%,4.00,49.4%,-0.1884,45.0,,42.9%,2026-04-10,Good
2026-03-30,TSLA,Sell Put,335.0,-7.9%,3.10,50.1%,-0.1468,48.3,,33.8%,2026-04-10,Good
2026-03-30,TSLA,Sell Put,330.0,-9.3%,2.55,52.1%,-0.1174,51.9,,28.2%,2026-04-10,Good
2026-03-30,TSLA,Sell Put,325.0,-10.7%,1.99,53.3%,-0.0909,53.7,,22.3%,2026-04-10,Good
2026-03-30,TSLA,Sell Call,382.5,+5.2%,4.10,41.1%,0.2470,39.5,,39.1%,2026-04-10,Good
2026-03-30,TSLA,Sell Call,385.0,+5.8%,3.60,41.7%,0.2211,41.3,,34.1%,2026-04-10,Good
2026-03-30,TSLA,Sell Call,390.0,+7.2%,2.61,41.2%,0.1664,45.0,,24.4%,2026-04-10,Good
