Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-09,TSLA,Sell Put,325.0,-5.1%,2.92,49.5%,-0.1743,46.6,,65.6%,2026-04-15,Good
2026-04-09,TSLA,Sell Put,320.0,-6.5%,2.07,50.7%,-0.1194,49.3,,47.2%,2026-04-15,Good
2026-04-09,TSLA,Sell Put,320.0,-6.5%,2.07,50.7%,-0.1194,49.3,,47.2%,2026-04-15,Good
2026-04-09,TSLA,Sell Put,315.0,-8.0%,1.52,52.8%,-0.0826,52.4,,35.2%,2026-04-15,Good
2026-04-09,TSLA,Sell Put,310.0,-9.4%,1.12,55.1%,-0.0569,55.6,,26.4%,2026-04-15,Good
2026-04-09,TSLA,Sell Put,310.0,-9.4%,1.12,55.1%,-0.0569,55.6,,26.4%,2026-04-15,Good
2026-04-09,TSLA,Sell Call,360.0,+5.2%,1.64,38.0%,0.1369,43.6,,33.3%,2026-04-15,Good
2026-04-09,TSLA,Sell Call,365.0,+6.6%,1.09,39.1%,0.0865,47.3,,21.8%,2026-04-15,Good
2026-04-09,TSLA,Sell Call,365.0,+6.6%,1.09,39.1%,0.0865,47.3,,21.8%,2026-04-15,Good
2026-04-09,TSLA,Sell Put,325.0,-5.1%,4.05,50.5%,-0.2144,44.4,,65.0%,2026-04-17,Good
2026-04-09,TSLA,Sell Put,320.0,-6.5%,3.05,51.8%,-0.1613,47.5,,49.7%,2026-04-17,Good
2026-04-09,TSLA,Sell Put,320.0,-6.5%,3.05,51.8%,-0.1613,47.5,,49.7%,2026-04-17,Good
2026-04-09,TSLA,Sell Put,315.0,-8.0%,2.30,53.2%,-0.1193,50.7,,38.1%,2026-04-17,Good
2026-04-09,TSLA,Sell Put,310.0,-9.4%,1.73,54.9%,-0.0876,54.1,,29.1%,2026-04-17,Good
2026-04-09,TSLA,Sell Put,310.0,-9.4%,1.73,54.9%,-0.0876,54.1,,29.1%,2026-04-17,Good
2026-04-09,TSLA,Sell Call,360.0,+5.2%,2.62,40.0%,0.1942,41.7,,37.9%,2026-04-17,Good
2026-04-09,TSLA,Sell Call,365.0,+6.6%,1.82,40.6%,0.1364,45.4,,26.0%,2026-04-17,Good
2026-04-09,TSLA,Sell Call,365.0,+6.6%,1.82,40.6%,0.1364,45.4,,26.0%,2026-04-17,Good
2026-04-09,TSLA,Sell Call,370.0,+8.1%,1.29,41.4%,0.0951,49.3,,18.2%,2026-04-17,Good
2026-04-09,TSLA,Sell Call,372.5,+8.8%,1.08,41.8%,0.0789,51.2,,15.1%,2026-04-17,Good
2026-04-09,TSLA,Sell Put,325.0,-5.1%,4.70,47.7%,-0.2372,41.4,,52.8%,2026-04-20,Good
2026-04-09,TSLA,Sell Put,320.0,-6.5%,3.60,48.8%,-0.1859,44.8,,41.1%,2026-04-20,Good
2026-04-09,TSLA,Sell Put,320.0,-6.5%,3.60,48.8%,-0.1859,44.8,,41.1%,2026-04-20,Good
2026-04-09,TSLA,Sell Put,315.0,-8.0%,2.85,50.1%,-0.1444,48.5,,33.0%,2026-04-20,Good
2026-04-09,TSLA,Sell Put,310.0,-9.4%,2.18,51.3%,-0.1098,52.2,,25.7%,2026-04-20,Good
2026-04-09,TSLA,Sell Put,310.0,-9.4%,2.18,51.3%,-0.1098,52.2,,25.7%,2026-04-20,Good
2026-04-09,TSLA,Sell Call,360.0,+5.2%,3.25,38.4%,0.2298,39.2,,33.0%,2026-04-20,Good
2026-04-09,TSLA,Sell Call,365.0,+6.6%,2.36,38.8%,0.1721,43.2,,23.6%,2026-04-20,Good
2026-04-09,TSLA,Sell Call,365.0,+6.6%,2.36,38.8%,0.1721,43.2,,23.6%,2026-04-20,Good
2026-04-09,TSLA,Sell Call,370.0,+8.1%,1.72,39.4%,0.1277,47.3,,17.0%,2026-04-20,Good
2026-04-09,TSLA,Sell Call,375.0,+9.5%,1.25,40.1%,0.0937,51.4,,12.2%,2026-04-20,Good
2026-04-09,TSLA,Sell Call,375.0,+9.5%,1.25,40.1%,0.0937,51.4,,12.2%,2026-04-20,Good
2026-04-09,TSLA,Sell Put,315.0,-8.0%,6.00,59.0%,-0.2134,48.4,,49.7%,2026-04-24,Good
2026-04-09,TSLA,Sell Put,310.0,-9.4%,4.95,60.0%,-0.1789,51.9,,41.6%,2026-04-24,Good
2026-04-09,TSLA,Sell Put,310.0,-9.4%,4.95,60.0%,-0.1789,51.9,,41.6%,2026-04-24,Good
2026-04-09,TSLA,Sell Call,362.5,+5.9%,6.45,49.1%,0.2991,40.5,,46.4%,2026-04-24,Good
2026-04-09,TSLA,Sell Call,367.5,+7.3%,5.20,49.1%,0.2516,44.1,,36.9%,2026-04-24,Good
2026-04-09,TSLA,Sell Call,370.0,+8.1%,4.65,49.3%,0.2308,45.9,,32.8%,2026-04-24,Good
2026-04-09,TSLA,Sell Call,372.5,+8.8%,4.20,49.4%,0.2103,47.8,,29.4%,2026-04-24,Good
2026-04-09,TSLA,Sell Call,377.5,+10.3%,3.30,49.5%,0.1735,51.0,,22.8%,2026-04-24,Good
2026-04-09,AMZN,Sell Put,217.5,-4.6%,1.59,38.5%,-0.1758,40.6,,38.1%,2026-04-17,Good
2026-04-09,AMZN,Sell Put,215.0,-5.7%,1.17,38.9%,-0.1278,43.4,,28.4%,2026-04-17,Good
2026-04-09,AMZN,Sell Put,215.0,-5.7%,1.35,39.5%,-0.1699,41.2,,22.9%,2026-04-20,Wide
2026-04-09,AMZN,Sell Put,215.0,-5.7%,1.35,39.5%,-0.1699,41.2,,22.9%,2026-04-20,Wide
2026-04-09,AMZN,Sell Put,217.5,-4.6%,2.62,36.6%,-0.2350,36.7,,31.4%,2026-04-24,Good
2026-04-09,AMZN,Sell Put,215.0,-5.7%,2.17,38.0%,-0.1965,39.8,,26.3%,2026-04-24,Good
2026-04-09,AMZN,Sell Put,212.5,-6.8%,1.70,38.9%,-0.1610,42.8,,20.9%,2026-04-24,Good
2026-04-09,AMZN,Sell Put,210.0,-7.9%,1.36,39.4%,-0.1287,46.0,,16.9%,2026-04-24,Good
2026-04-09,AMZN,Sell Put,207.5,-9.0%,1.03,40.4%,-0.1043,49.1,,12.9%,2026-04-24,Wide
2026-04-09,NVDA,Sell Put,175.0,-4.2%,1.59,34.6%,-0.2108,37.1,,33.2%,2026-04-20,Good
2026-04-09,NVDA,Sell Put,172.5,-5.6%,1.82,37.1%,-0.1968,39.5,,27.5%,2026-04-24,Good
2026-04-09,NVDA,Sell Put,172.5,-5.6%,1.82,37.1%,-0.1968,39.5,,27.5%,2026-04-24,Good
2026-04-09,NVDA,Sell Put,170.0,-6.9%,1.39,38.1%,-0.1524,43.3,,21.3%,2026-04-24,Good
2026-04-09,NVDA,Sell Put,167.5,-8.3%,1.07,39.6%,-0.1182,47.1,,16.7%,2026-04-24,Good
