Date,Symbol,Strategy,Strike,OTM%,Premium,IV,Delta,CP Score,POP,Annualized Return,Expiry,Spread Quality
2026-04-20,TSLA,Sell Put,370.0,-5.1%,4.20,51.5%,-0.2015,45.9,,69.1%,2026-04-27,Good
2026-04-20,TSLA,Sell Put,367.5,-5.7%,3.65,51.9%,-0.1756,47.0,,60.4%,2026-04-27,Good
2026-04-20,TSLA,Sell Put,362.5,-7.0%,2.72,52.5%,-0.1300,49.5,,45.6%,2026-04-27,Good
2026-04-20,TSLA,Sell Put,357.5,-8.3%,2.04,53.5%,-0.0954,52.2,,34.7%,2026-04-27,Good
2026-04-20,TSLA,Sell Put,355.0,-8.9%,1.78,54.2%,-0.0819,53.6,,30.5%,2026-04-27,Good
2026-04-20,TSLA,Sell Put,350.0,-10.2%,1.33,55.4%,-0.0590,56.0,,23.1%,2026-04-27,Good
2026-04-20,TSLA,Sell Call,410.0,+5.2%,6.85,63.0%,0.2830,48.7,,101.6%,2026-04-27,Good
2026-04-20,TSLA,Sell Call,412.5,+5.8%,6.15,62.8%,0.2574,49.5,,90.7%,2026-04-27,Good
2026-04-20,TSLA,Sell Call,417.5,+7.1%,4.95,62.8%,0.2117,51.4,,72.1%,2026-04-27,Good
2026-04-20,TSLA,Sell Call,420.0,+7.7%,4.45,62.8%,0.1907,52.5,,64.5%,2026-04-27,Good
2026-04-20,TSLA,Sell Call,425.0,+9.0%,3.50,62.5%,0.1521,54.8,,50.1%,2026-04-27,Good
2026-04-20,TSLA,Sell Call,430.0,+10.3%,2.90,63.3%,0.1236,56.8,,41.0%,2026-04-27,Good
2026-04-20,TSLA,Sell Put,370.0,-5.1%,4.95,50.3%,-0.2256,43.4,,61.0%,2026-04-29,Good
2026-04-20,TSLA,Sell Put,367.5,-5.7%,4.35,50.1%,-0.1984,44.7,,54.0%,2026-04-29,Good
2026-04-20,TSLA,Sell Put,362.5,-7.0%,3.35,51.0%,-0.1551,47.5,,42.2%,2026-04-29,Good
2026-04-20,TSLA,Sell Put,357.5,-8.3%,2.63,52.0%,-0.1197,50.6,,33.6%,2026-04-29,Good
